hs3,eth,1s,0.00013414765564392504,3.182080358814372e-05,170.78794791666667,1.5971907629697968
hs3,eth,2s,0.0003292135421190684,0.0008216287226002416,182.64314166666668,1.5306037862701927
hs3,eth,4s,0.009554637202796337,0.010161240726259874,191.6313083333333,1.2804084938940368
hs3,5g,1s,0.005569841994076763,0.009553135516675306,90.31812708333334,1.3198931516369914
hs3,5g,2s,0.010574735536622876,0.017251022810649993,91.73215583333331,1.2778593250308212
hs3,5g,4s,0.05771488750235733,0.03749166385179284,99.62990500000002,2.7780005526170246
hs3,4g,1s,0.03293854485784188,0.0431596942283515,29.682940416666675,0.7166171442713041
hs3,4g,2s,0.03373059647377866,0.03396754550752919,29.821135833333322,0.9990045284831702
hs3,4g,4s,0.046408879664119655,0.03099296922990772,30.176321666666674,2.383337901716461
hs2,eth,1s,0.00010957092853191483,1.993902284344638e-05,178.94467708333332,0.10235464460064891
hs2,eth,2s,0.00011082090418843756,1.2102131748724122e-05,184.03406416666664,0.07385745758623732
hs2,eth,4s,0.00022578204643972652,1.7252428805844734e-05,191.97809999999998,0.13090526297334465
hs2,5g,1s,0.006206392422908116,0.010891301986143789,94.68684666666665,0.8339635206466632
hs2,5g,2s,0.008678349667444915,0.014762693897959384,97.69122333333333,0.8498487948009772
hs2,5g,4s,0.054837563000484445,0.035890466144409446,104.08503333333336,3.4804348784129937
hs2,4g,1s,0.03291023048441724,0.04184243852579386,29.75042083333334,0.6774740584660999
hs2,4g,2s,0.02760878773893683,0.030867695658159815,29.953757499999995,1.1917472433706957
hs2,4g,4s,0.05640093833427553,0.05719683352052329,30.34460500000001,2.0830824809983226
